,Perturbation,Interphase,Interobserver
wavelet_LHH_glcm_ClusterShade,0.210825075,0.7608357411594757,0.2437404298930081
wavelet_LHH_glcm_ClusterTendency,0.811643681,0.8737562190987337,0.6763905480420933
wavelet_LHH_glcm_Contrast,0.81720141,0.8743061889286824,0.6504011738720032
wavelet_LHH_glcm_Correlation,0.967396485,0.9775572647334988,0.963455357335797
wavelet_LHH_glcm_DifferenceAverage,0.856977031,0.8787958968672531,0.7819750709799967
wavelet_LHH_glcm_DifferenceEntropy,0.861184507,0.8713524692947313,0.8307252809439343
wavelet_LHH_glcm_DifferenceVariance,0.807411879,0.8689899964433158,0.7154724206525256
wavelet_LHH_glcm_Id,0.890530043,0.8769174729490566,0.8212704592972422
wavelet_LHH_glcm_Idm,0.892938632,0.8758862236715378,0.8219674662980209
wavelet_LHH_glcm_Idmn,0.825142202,0.8750709919582126,0.699485886959597
wavelet_LHH_glcm_Idn,0.864437797,0.8790661919647307,0.8013299257072123
wavelet_LHH_glcm_Imc1,0.953182283,0.97265289859417,0.347454172472549
wavelet_LHH_glcm_Imc2,0.9598507,0.9740908997608084,0.8545462018044991
wavelet_LHH_glcm_InverseVariance,0.858823435,0.8772769318952107,0.8288658953578235
wavelet_LHH_glcm_JointAverage,0.290829148,0.5889565603540542,0.5784745998481464
wavelet_LHH_glcm_JointEnergy,0.866282133,0.8458570731360663,0.7316865126487037
wavelet_LHH_glcm_JointEntropy,0.861844924,0.8644990778400198,0.8060700258049256
wavelet_LHH_glcm_MCC,0.602294757,0.7499225203090651,0.5880209926166587
wavelet_LHH_glcm_MaximumProbability,0.856636967,0.8430962069993713,0.6970014322598976
wavelet_LHH_glcm_SumAverage,0.290829148,0.5889565603540542,0.5784745998481464
wavelet_LHH_glcm_SumEntropy,0.86020336,0.8735477087548765,0.8096310314664357
wavelet_LHH_glcm_SumSquares,0.814388091,0.8726643551110878,0.6617424097891955
wavelet_LHH_glrlm_GrayLevelNonUniformity,0.993548625,0.9921475869910996,0.5152844926235816
wavelet_LHH_glrlm_GrayLevelNonUniformityNormalized,0.876500975,0.8631443582741822,0.804926819444537
wavelet_LHH_glrlm_GrayLevelVariance,0.820718752,0.8739079097895402,0.6647420122171264
wavelet_LHH_glrlm_HighGrayLevelRunEmphasis,0.299347734,0.5844415341321411,0.577577337715978
wavelet_LHH_glrlm_LongRunEmphasis,0.799801466,0.8810799877969181,0.672588563738046
wavelet_LHH_glrlm_LongRunHighGrayLevelEmphasis,0.730896213,0.6140598265179456,0.6728608235179362
wavelet_LHH_glrlm_LongRunLowGrayLevelEmphasis,0.592535824,0.6311482103617494,0.318162794044861
wavelet_LHH_glrlm_LowGrayLevelRunEmphasis,0.633017823,0.5949313444015858,0.2932833986237627
wavelet_LHH_glrlm_RunEntropy,0.844157646,0.8626637984276997,0.7694491776595708
wavelet_LHH_glrlm_RunLengthNonUniformity,0.996428883,0.9975312977710976,0.7868280617794775
wavelet_LHH_glrlm_RunLengthNonUniformityNormalized,0.917048733,0.8967889215323241,0.7661869271110315
wavelet_LHH_glrlm_RunPercentage,0.916163529,0.8940124403296061,0.7655950939275008
wavelet_LHH_glrlm_RunVariance,0.719444184,0.878050260337999,0.6022730360310922
wavelet_LHH_glrlm_ShortRunEmphasis,0.915254423,0.8922765878560518,0.7590619256061701
wavelet_LHH_glrlm_ShortRunHighGrayLevelEmphasis,0.31057208,0.6076215860731733,0.5633076157333331
wavelet_LHH_glrlm_ShortRunLowGrayLevelEmphasis,0.671510819,0.6082359724966043,0.3024632992124502
wavelet_LHH_glszm_GrayLevelNonUniformity,0.997428897,0.9957309489115932,0.8707518828003034
wavelet_LHH_glszm_GrayLevelNonUniformityNormalized,0.828033785,0.8556653363825285,0.7754289232668363
wavelet_LHH_glszm_GrayLevelVariance,0.82920338,0.8725233599767881,0.640332082661353
wavelet_LHH_glszm_HighGrayLevelZoneEmphasis,0.293281248,0.5798029038286382,0.5705224690382609
wavelet_LHH_glszm_LargeAreaEmphasis,0.941273816,0.8889934787181472,0.0797339157746518
wavelet_LHH_glszm_LargeAreaHighGrayLevelEmphasis,0.934752364,0.8891350914585506,0.1379127203549634
wavelet_LHH_glszm_LargeAreaLowGrayLevelEmphasis,0.926727429,0.8717739087773467,0.0498660087359609
wavelet_LHH_glszm_LowGrayLevelZoneEmphasis,0.661515183,0.6181494348619845,0.3159367959582452
wavelet_LHH_glszm_SizeZoneNonUniformity,0.97797351,0.9647879839655134,0.8899469294978434
wavelet_LHH_glszm_SizeZoneNonUniformityNormalized,0.851417349,0.8364545675415948,0.6111020510138372
wavelet_LHH_glszm_SmallAreaEmphasis,0.847620135,0.8326125980803438,0.6234514562329327
wavelet_LHH_glszm_SmallAreaHighGrayLevelEmphasis,0.373953724,0.630302336468049,0.54900926644575
wavelet_LHH_glszm_SmallAreaLowGrayLevelEmphasis,0.701578351,0.6438957455190608,0.2805714941215563
wavelet_LHH_glszm_ZoneEntropy,0.838547841,0.8311507897220821,0.3995150976383854
wavelet_LHH_glszm_ZonePercentage,0.917598817,0.9149749844460768,0.7501317224208609
wavelet_LHH_glszm_ZoneVariance,0.941278092,0.8890117779717218,0.0797227876403972
wavelet_LHH_gldm_DependenceEntropy,0.90085824,0.8676931643738064,0.6103051633792317
wavelet_LHH_gldm_DependenceNonUniformity,0.990784811,0.989504734729824,0.7473840581646815
wavelet_LHH_gldm_DependenceNonUniformityNormalized,0.913468895,0.9087928545613576,0.7694759087334306
wavelet_LHH_gldm_DependenceVariance,0.865020049,0.8740633091706379,0.6977123506803945
wavelet_LHH_gldm_GrayLevelNonUniformity,0.988770952,0.9864653199298796,0.4141241633188022
wavelet_LHH_gldm_GrayLevelVariance,0.823158831,0.8748366042964401,0.6637946816890237
wavelet_LHH_gldm_HighGrayLevelEmphasis,0.299377366,0.584773545585384,0.5777680150155932
wavelet_LHH_gldm_LargeDependenceEmphasis,0.889508899,0.8783367860254409,0.7122442118553699
wavelet_LHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.861092949,0.8006147055542933,0.7246007478524412
wavelet_LHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.842500588,0.850080290242089,0.6504123415940348
wavelet_LHH_gldm_LowGrayLevelEmphasis,0.629577867,0.5933858090718928,0.291872357291658
wavelet_LHH_gldm_SmallDependenceEmphasis,0.914022484,0.9092902668148878,0.7460648301914335
wavelet_LHH_gldm_SmallDependenceHighGrayLevelEmphasis,0.827839264,0.8515269194423132,0.6910561340751324
wavelet_LHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.809364617,0.7654897667029721,0.2548381183486529
wavelet_LHH_ngtdm_Busyness,0.980091459,0.9917646829366658,0.5114493626779655
wavelet_LHH_ngtdm_Coarseness,0.980904848,0.9987635682963996,0.2456347465813127
wavelet_LHH_ngtdm_Complexity,0.668302082,0.7468119366752966,0.7273176693979012
wavelet_LHH_ngtdm_Contrast,0.86099613,0.8957498731269492,0.0550728153345127
wavelet_LHH_ngtdm_Strength,0.965768455,0.9847877330948744,0.192529809946332
wavelet_HLL_firstorder_10Percentile,0.98937937,0.963705783028198,0.9586345210140496
wavelet_HLL_firstorder_90Percentile,0.991164275,0.9596206270906484,0.9711154605452468
wavelet_HLL_firstorder_Energy,0.99601685,0.9407575441182466,0.853494545396713
wavelet_HLL_firstorder_Entropy,0.92380895,0.936240338854212,0.8791839496285309
wavelet_HLL_firstorder_InterquartileRange,0.995143612,0.9691429658750926,0.9656814695068812
wavelet_HLL_firstorder_Kurtosis,0.90694464,0.9151026259472388,0.8375669610005168
wavelet_HLL_firstorder_Maximum,0.965045361,0.9530968104121184,0.9840146776084704
wavelet_HLL_firstorder_MeanAbsoluteDeviation,0.995511097,0.9678344676582376,0.9766736221531096
wavelet_HLL_firstorder_Mean,0.693257493,0.8935942521857982,0.5647707715820101
wavelet_HLL_firstorder_Median,0.716881563,0.8978560415338553,0.4329386833729909
wavelet_HLL_firstorder_Minimum,0.958786172,0.9603220142670746,0.9848681845263412
wavelet_HLL_firstorder_Range,0.978330673,0.9614520281953132,0.9880707942479686
wavelet_HLL_firstorder_RobustMeanAbsoluteDeviation,0.995262163,0.9688230064489068,0.9687729326260728
wavelet_HLL_firstorder_RootMeanSquared,0.994751294,0.9664339856848448,0.9781317038119812
wavelet_HLL_firstorder_Skewness,0.722768303,0.8303786825950926,0.6297003197769718
wavelet_HLL_firstorder_TotalEnergy,0.99601685,0.9392095359023992,0.8566448543751285
wavelet_HLL_firstorder_Uniformity,0.934707003,0.935828924554661,0.8568843370586822
wavelet_HLL_firstorder_Variance,0.994073974,0.933066388858126,0.9456512557054254
wavelet_HLL_glcm_Autocorrelation,0.40304756,0.6822219134830825,0.572789069117934
wavelet_HLL_glcm_ClusterProminence,0.777285546,0.8911698834372782,0.6143382797378826
wavelet_HLL_glcm_ClusterShade,0.50580688,0.7350858342008025,0.3691492149053148
wavelet_HLL_glcm_ClusterTendency,0.863364044,0.9164622000200416,0.7927156237376308
wavelet_HLL_glcm_Contrast,0.862078273,0.928377878688824,0.7574708815403004
wavelet_HLL_glcm_Correlation,0.86175725,0.8978624845390306,0.899464902111501
wavelet_HLL_glcm_DifferenceAverage,0.903938252,0.9384316917120094,0.849087281137252
wavelet_HLL_glcm_DifferenceEntropy,0.91222375,0.9405157107777784,0.8878671764412518
wavelet_HLL_glcm_DifferenceVariance,0.840824729,0.925429800366831,0.8272489264617062
wavelet_HLL_glcm_Id,0.930632431,0.9439331316881406,0.8846487408783135
wavelet_HLL_glcm_Idm,0.932063134,0.944095373222884,0.8871801202154054
wavelet_HLL_glcm_Idmn,0.87172145,0.9298258779401568,0.7805991834537416
wavelet_HLL_glcm_Idn,0.910394367,0.9397986790397348,0.8621676581674961
wavelet_HLL_glcm_Imc1,0.938087835,0.9600394021134392,0.4055749640465892
wavelet_HLL_glcm_Imc2,0.941815613,0.9591108284827816,0.8689883625623946
wavelet_HLL_glcm_InverseVariance,0.885503328,0.9349531288926504,0.874407087097575
wavelet_HLL_glcm_JointAverage,0.400909258,0.6851552871795195,0.582626740278805
wavelet_HLL_glcm_JointEnergy,0.917292865,0.921697270672999,0.8205223178949284
wavelet_HLL_glcm_JointEntropy,0.916724102,0.9334631404622012,0.8667307509889178
wavelet_HLL_glcm_MCC,0.638527274,0.8605796564767567,0.6343136895614074
wavelet_HLL_glcm_MaximumProbability,0.890262758,0.8985135149356241,0.8060850633172937
wavelet_HLL_glcm_SumAverage,0.400909258,0.6851552871795197,0.5826267402788053
wavelet_HLL_glcm_SumEntropy,0.91873993,0.9303852364272835,0.8666849341914665
wavelet_HLL_glcm_SumSquares,0.867207216,0.9208964832112336,0.7833330338133387
wavelet_HLL_glrlm_GrayLevelNonUniformity,0.995665446,0.9954917777004584,0.6380106234886282
wavelet_HLL_glrlm_GrayLevelNonUniformityNormalized,0.934989374,0.9355977827482584,0.8721502508095228
wavelet_HLL_glrlm_GrayLevelVariance,0.880150138,0.9213754901307049,0.7926157678169322
wavelet_HLL_glrlm_HighGrayLevelRunEmphasis,0.386542546,0.6719131903303207,0.5644593217140685
wavelet_HLL_glrlm_LongRunEmphasis,0.900610359,0.9292814403143852,0.7258042496305178
wavelet_HLL_glrlm_LongRunHighGrayLevelEmphasis,0.777450088,0.8698566593298389,0.7397140523075597
wavelet_HLL_glrlm_LongRunLowGrayLevelEmphasis,0.585189783,0.7051147141484083,0.3114488248050997
wavelet_HLL_glrlm_LowGrayLevelRunEmphasis,0.628277114,0.7438814230707256,0.2730386811885542
wavelet_HLL_glrlm_RunEntropy,0.910863542,0.9053246701406504,0.8073001652071027
wavelet_HLL_glrlm_RunLengthNonUniformity,0.996412155,0.9969187825114012,0.8588133886041239
wavelet_HLL_glrlm_RunLengthNonUniformityNormalized,0.946081068,0.9592456795297856,0.8163585365928746
wavelet_HLL_glrlm_RunPercentage,0.944481732,0.9555607318296176,0.8337478080619463
wavelet_HLL_glrlm_RunVariance,0.857590474,0.899401266174355,0.653383032726711
wavelet_HLL_glrlm_ShortRunEmphasis,0.94396419,0.95847290798313,0.8143857517879277
wavelet_HLL_glrlm_ShortRunHighGrayLevelEmphasis,0.390485558,0.6543475317588827,0.5261721170678901
wavelet_HLL_glrlm_ShortRunLowGrayLevelEmphasis,0.661529306,0.7666678792222508,0.2869440391372508
wavelet_HLL_glszm_GrayLevelNonUniformity,0.994962752,0.9956255873054174,0.9021925473171228
wavelet_HLL_glszm_GrayLevelNonUniformityNormalized,0.906924665,0.9124640496871824,0.8319289132882641
wavelet_HLL_glszm_GrayLevelVariance,0.880927248,0.914611273066446,0.7411428177542891
wavelet_HLL_glszm_HighGrayLevelZoneEmphasis,0.355133365,0.6605577447661556,0.5639338291709937
wavelet_HLL_glszm_LargeAreaEmphasis,0.95371284,0.9342863528820082,0.0372684349906271
wavelet_HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.944645254,0.9261360272081636,0.0410638835023964
wavelet_HLL_glszm_LargeAreaLowGrayLevelEmphasis,0.938458693,0.9271609652446188,0.0353136447344834
wavelet_HLL_glszm_LowGrayLevelZoneEmphasis,0.653973906,0.7326975846970589,0.3260346124403587
wavelet_HLL_glszm_SizeZoneNonUniformity,0.979145068,0.9724169945380948,0.8203913469642291
wavelet_HLL_glszm_SizeZoneNonUniformityNormalized,0.914714356,0.90972376831919,0.4732703197780786
wavelet_HLL_glszm_SmallAreaEmphasis,0.914833573,0.9080756262074178,0.481004060937265
wavelet_HLL_glszm_SmallAreaHighGrayLevelEmphasis,0.473724298,0.6537057443856954,0.3950178425258852
wavelet_HLL_glszm_SmallAreaLowGrayLevelEmphasis,0.665263651,0.7122910640496353,0.2787906343267656
wavelet_HLL_glszm_ZoneEntropy,0.937514219,0.9186165522212572,0.2760127551295364
wavelet_HLL_glszm_ZonePercentage,0.945537109,0.9620512374599112,0.7454658897516947
wavelet_HLL_glszm_ZoneVariance,0.953714851,0.9342821758489784,0.0372612041009141
wavelet_HLL_gldm_DependenceEntropy,0.933685394,0.8892675600038994,0.6685824772773273
wavelet_HLL_gldm_DependenceNonUniformity,0.993654222,0.9923621537234324,0.7752533301098614
wavelet_HLL_gldm_DependenceNonUniformityNormalized,0.941772654,0.9522243765567332,0.7749047934357285
wavelet_HLL_gldm_DependenceVariance,0.9083686,0.9188733076987102,0.8386223780225504
wavelet_HLL_gldm_GrayLevelNonUniformity,0.991340257,0.9894298571588954,0.325506462844484
wavelet_HLL_gldm_GrayLevelVariance,0.882370126,0.9229648361234004,0.794144561145405
wavelet_HLL_gldm_HighGrayLevelEmphasis,0.388444416,0.6730618166974728,0.5639869003932896
wavelet_HLL_gldm_LargeDependenceEmphasis,0.928070627,0.942716662829884,0.8215583539033172
wavelet_HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.869650589,0.9227349737006398,0.817238666977443
wavelet_HLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.833499592,0.9056285370880351,0.7874519259513386
wavelet_HLL_gldm_LowGrayLevelEmphasis,0.624946818,0.7446667057618661,0.2694086439932724
wavelet_HLL_gldm_SmallDependenceEmphasis,0.940998515,0.9590999221059828,0.725841089449659
wavelet_HLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.83472685,0.8983129513206393,0.6566756732148419
wavelet_HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.787896876,0.8425651827858427,0.1894213747364708
wavelet_HLL_ngtdm_Busyness,0.98698852,0.9943949565843542,0.7710836176349932
wavelet_HLL_ngtdm_Coarseness,0.974964432,0.999039020996072,0.1893282369849466
wavelet_HLL_ngtdm_Complexity,0.810611192,0.8807456625966257,0.8047855838345855
wavelet_HLL_ngtdm_Contrast,0.884066995,0.9255788170810032,0.1806526862618113
wavelet_HLL_ngtdm_Strength,0.960095294,0.9906902435582722,0.2009677346492169
wavelet_HLH_firstorder_10Percentile,0.995576831,0.977897284421889,0.9831485266788887
wavelet_HLH_firstorder_90Percentile,0.995514647,0.9742690896844896,0.9860535046720594
wavelet_HLH_firstorder_Energy,0.997345674,0.9581668221544728,0.9467407788059026
wavelet_HLH_firstorder_Entropy,0.888596829,0.8935801948102843,0.8463544931113415
wavelet_HLH_firstorder_InterquartileRange,0.996374646,0.9770105315472905,0.9807455727679828
wavelet_HLH_firstorder_Kurtosis,0.859482463,0.8813572417445433,0.7711150183057268
wavelet_HLH_firstorder_Maximum,0.961643995,0.9608463021825152,0.9734317312791658
wavelet_HLH_firstorder_MeanAbsoluteDeviation,0.996708029,0.9768546759263378,0.986822165559264
wavelet_HLH_firstorder_Mean,0.257147495,0.9239612257723644,0.2443575674332398
wavelet_HLH_firstorder_Median,0.343431354,0.9260668581075588,0.2831258750433182
wavelet_HLH_firstorder_Minimum,0.961878654,0.9667421735242072,0.9591673139505696
wavelet_HLH_firstorder_Range,0.969901609,0.968907259102114,0.9801919574675364
wavelet_HLH_firstorder_RobustMeanAbsoluteDeviation,0.996560684,0.9771157932564406,0.9825435198848936
wavelet_HLH_firstorder_RootMeanSquared,0.996320037,0.9764699139963348,0.9884148716043452
wavelet_HLH_firstorder_Skewness,0.476741192,0.7763405134620653,0.4676679978260083
wavelet_HLH_firstorder_TotalEnergy,0.997345674,0.9555599780433972,0.9504904216438615
wavelet_HLH_firstorder_Uniformity,0.905325959,0.89436002121865,0.834021983006982
wavelet_HLH_firstorder_Variance,0.995467222,0.9425478515538366,0.9656462895764196
wavelet_HLH_glcm_Autocorrelation,0.299733973,0.6111926696230923,0.5673704190005678
wavelet_HLH_glcm_ClusterProminence,0.72186444,0.8479528922762034,0.5926935764143766
wavelet_HLH_glcm_ClusterShade,0.185592436,0.6824360973900593,0.2931477206625228
wavelet_HLH_glcm_ClusterTendency,0.819603029,0.8815933746880893,0.7696357584541552
wavelet_HLH_glcm_Contrast,0.824919242,0.8875796813795198,0.7548623533026555
wavelet_HLH_glcm_Correlation,0.973666858,0.9676087813229806,0.9691194302360312
wavelet_HLH_glcm_DifferenceAverage,0.872884367,0.8986444588948097,0.835520066957522
wavelet_HLH_glcm_DifferenceEntropy,0.882847629,0.8974413175297733,0.8637553338925318
wavelet_HLH_glcm_DifferenceVariance,0.816581292,0.8861404042458804,0.8067797028777397
wavelet_HLH_glcm_Id,0.909183845,0.901334636713052,0.8588859614632888
wavelet_HLH_glcm_Idm,0.911933321,0.9007360091549268,0.8593767720302317
wavelet_HLH_glcm_Idmn,0.835242634,0.8903935964759742,0.7844279813939837
wavelet_HLH_glcm_Idn,0.881708709,0.9002523484139424,0.8473993860772605
wavelet_HLH_glcm_Imc1,0.945415076,0.9597171467048036,0.3606014936733815
wavelet_HLH_glcm_Imc2,0.952515868,0.9541965371411552,0.8603505893433794
wavelet_HLH_glcm_InverseVariance,0.871222013,0.901195951894953,0.866464630598301
wavelet_HLH_glcm_JointAverage,0.283332264,0.6159243965268559,0.5546924220603673
wavelet_HLH_glcm_JointEnergy,0.884980567,0.8779521653028574,0.8086901303774906
wavelet_HLH_glcm_JointEntropy,0.88498848,0.8877721878260609,0.8336288651015726
wavelet_HLH_glcm_MCC,0.611964005,0.7039855194449277,0.592544643262279
wavelet_HLH_glcm_MaximumProbability,0.859832363,0.8698989158417534,0.7805312391203749
wavelet_HLH_glcm_SumAverage,0.283332264,0.6159243965268559,0.5546924220603672
wavelet_HLH_glcm_SumEntropy,0.882882492,0.8924137454049261,0.8354830640807425
wavelet_HLH_glcm_SumSquares,0.82210391,0.883493279049156,0.7610369443914923
wavelet_HLH_glrlm_GrayLevelNonUniformity,0.993369498,0.9942371942201316,0.538242210462727
wavelet_HLH_glrlm_GrayLevelNonUniformityNormalized,0.901763603,0.8927626959148093,0.8407694263469273
wavelet_HLH_glrlm_GrayLevelVariance,0.827687772,0.8816716146680292,0.7466291266894897
wavelet_HLH_glrlm_HighGrayLevelRunEmphasis,0.286165693,0.6128201527508749,0.5719356100471756
wavelet_HLH_glrlm_LongRunEmphasis,0.825217366,0.9064917535594912,0.7632618370097554
wavelet_HLH_glrlm_LongRunHighGrayLevelEmphasis,0.749857612,0.7028689215101734,0.6788989970462175
wavelet_HLH_glrlm_LongRunLowGrayLevelEmphasis,0.633390451,0.6387785574362392,0.1192950775356764
wavelet_HLH_glrlm_LowGrayLevelRunEmphasis,0.657237575,0.6619534855430047,0.1184383756785512
wavelet_HLH_glrlm_RunEntropy,0.862538554,0.8721002502950035,0.809041789036185
wavelet_HLH_glrlm_RunLengthNonUniformity,0.995845862,0.9982019327638706,0.8148113630856696
wavelet_HLH_glrlm_RunLengthNonUniformityNormalized,0.932348804,0.9258177011110796,0.79116423303604
wavelet_HLH_glrlm_RunPercentage,0.928115108,0.9220920631167264,0.8031672604333063
wavelet_HLH_glrlm_RunVariance,0.752428853,0.891811825041578,0.7394081414451571
wavelet_HLH_glrlm_ShortRunEmphasis,0.930756922,0.923205981600082,0.7902278121582051
wavelet_HLH_glrlm_ShortRunHighGrayLevelEmphasis,0.309126136,0.622735342469217,0.5720642943671976
wavelet_HLH_glrlm_ShortRunLowGrayLevelEmphasis,0.693499017,0.6790519849041623,0.1299219465452195
wavelet_HLH_glszm_GrayLevelNonUniformity,0.996356651,0.9972247127278784,0.8912726735645873
wavelet_HLH_glszm_GrayLevelNonUniformityNormalized,0.851011359,0.8724979316065502,0.8128061364406989
wavelet_HLH_glszm_GrayLevelVariance,0.834030543,0.8736398220240005,0.7272281641253198
wavelet_HLH_glszm_HighGrayLevelZoneEmphasis,0.277468474,0.6095022966372267,0.5650001839713461
wavelet_HLH_glszm_LargeAreaEmphasis,0.923816402,0.924911914797546,0.0582961496436457
wavelet_HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.92269795,0.9123803192158888,0.0456138308862861
wavelet_HLH_glszm_LargeAreaLowGrayLevelEmphasis,0.912726434,0.90776700299683,0.0785945131057837
wavelet_HLH_glszm_LowGrayLevelZoneEmphasis,0.678585879,0.6581526905800533,0.2396237712107601
wavelet_HLH_glszm_SizeZoneNonUniformity,0.978861541,0.9756761376978488,0.8946884387837046
wavelet_HLH_glszm_SizeZoneNonUniformityNormalized,0.867700336,0.8819754384572213,0.5602364230233654
wavelet_HLH_glszm_SmallAreaEmphasis,0.864840822,0.8824645815922112,0.5705402130827323
wavelet_HLH_glszm_SmallAreaHighGrayLevelEmphasis,0.370426777,0.6300971857881981,0.522253338277494
wavelet_HLH_glszm_SmallAreaLowGrayLevelEmphasis,0.71400807,0.6774746279477443,0.2749028681854392
wavelet_HLH_glszm_ZoneEntropy,0.849476314,0.8754619817456067,0.3529793192311365
wavelet_HLH_glszm_ZonePercentage,0.931076706,0.9369631823353336,0.7461691353390758
wavelet_HLH_glszm_ZoneVariance,0.923818654,0.9249138525708251,0.05828781001271
wavelet_HLH_gldm_DependenceEntropy,0.908555193,0.8610430769062424,0.6289430607398955
wavelet_HLH_gldm_DependenceNonUniformity,0.990443673,0.9924358940342276,0.805914562169327
wavelet_HLH_gldm_DependenceNonUniformityNormalized,0.926115853,0.9260730217889324,0.7570830771795989
wavelet_HLH_gldm_DependenceVariance,0.859066213,0.8840195667061357,0.7933213286820011
wavelet_HLH_gldm_GrayLevelNonUniformity,0.987066152,0.9894304167082923,0.3743510329932316
wavelet_HLH_gldm_GrayLevelVariance,0.830632128,0.8829852758673294,0.7452886473515182
wavelet_HLH_gldm_HighGrayLevelEmphasis,0.286391441,0.6130657905243951,0.5719056514901203
wavelet_HLH_gldm_LargeDependenceEmphasis,0.895555668,0.9062132615123796,0.7873510808882511
wavelet_HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.86155896,0.853122459561273,0.7613098052952721
wavelet_HLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.850981977,0.8698655823308409,0.7182477746729578
wavelet_HLH_gldm_LowGrayLevelEmphasis,0.65493863,0.6615784600377005,0.1113661057685512
wavelet_HLH_gldm_SmallDependenceEmphasis,0.927561021,0.9319226298006146,0.7354786881844266
wavelet_HLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.847018681,0.8548002240095458,0.6996909197911686
wavelet_HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.816373154,0.7935822819161624,0.2067549288139348
wavelet_HLH_ngtdm_Busyness,0.979362001,0.993911114422165,0.688781282112186
wavelet_HLH_ngtdm_Coarseness,0.980731141,0.99891498434919,0.1998526711383844
wavelet_HLH_ngtdm_Complexity,0.706464022,0.7961972095073413,0.7869317229093163
wavelet_HLH_ngtdm_Contrast,0.844724388,0.9001866548463855,0.1395931109844998
wavelet_HLH_ngtdm_Strength,0.972376761,0.9894824458376332,0.1785714933728626
wavelet_HHL_firstorder_10Percentile,0.983774141,0.9759450751717728,0.9845948210913892
wavelet_HHL_firstorder_90Percentile,0.983748037,0.9743649265037052,0.9815231424880788
wavelet_HHL_firstorder_Energy,0.987790918,0.9426009995000616,0.8986007159392623
wavelet_HHL_firstorder_Entropy,0.887177448,0.8878684014070294,0.835773860496286
wavelet_HHL_firstorder_InterquartileRange,0.988446905,0.975985932018503,0.9778325229176285
wavelet_HHL_firstorder_Kurtosis,0.83616758,0.86051053359411,0.812175588728975
wavelet_HHL_firstorder_Maximum,0.943162488,0.961406304667054,0.970258122596082
wavelet_HHL_firstorder_MeanAbsoluteDeviation,0.98420363,0.9762196541451724,0.9836278336982396
wavelet_HHL_firstorder_Mean,0.275894941,0.9286152525067372,0.2817191069698879
wavelet_HHL_firstorder_Median,0.166932704,0.9173528507218356,0.3210967200353939
wavelet_HHL_firstorder_Minimum,0.939725728,0.9723605983992047,0.965167779872804
wavelet_HHL_firstorder_Range,0.956935113,0.9716627549877248,0.9773155070092794
wavelet_HHL_firstorder_RobustMeanAbsoluteDeviation,0.987750894,0.9758994215209555,0.9794681687316232
wavelet_HHL_firstorder_RootMeanSquared,0.98034673,0.9764717992807844,0.9853992641154912
wavelet_HHL_firstorder_Skewness,0.32414382,0.7673650454770002,0.4992920956230074
wavelet_HHL_firstorder_TotalEnergy,0.987790918,0.9411727841385238,0.9033026518828522
wavelet_HHL_firstorder_Uniformity,0.896804715,0.8857931842347693,0.7993901227450216
wavelet_HHL_firstorder_Variance,0.979312627,0.9413000130421252,0.9636824232650746
wavelet_HHL_glcm_Autocorrelation,0.103050283,0.5922994635853177,0.493149853323838
wavelet_HHL_glcm_ClusterProminence,0.768519877,0.8417955624282781,0.6201238081269465
wavelet_HHL_glcm_ClusterShade,0.142039951,0.7046100713750919,0.2728344024192108
wavelet_HHL_glcm_ClusterTendency,0.839529307,0.8775973569482376,0.7856337201785232
wavelet_HHL_glcm_Contrast,0.839443955,0.876306795696581,0.7231915084872403
wavelet_HHL_glcm_Correlation,0.574714967,0.9496154965137242,0.9261451855053396
wavelet_HHL_glcm_DifferenceAverage,0.877112531,0.8892334292268237,0.814854838987732
wavelet_HHL_glcm_DifferenceEntropy,0.879193356,0.8882677980449962,0.8472812073554844
wavelet_HHL_glcm_DifferenceVariance,0.829505966,0.8724056069759122,0.7569365032086737
wavelet_HHL_glcm_Id,0.904361952,0.8940966579407539,0.8371921201246142
wavelet_HHL_glcm_Idm,0.906257839,0.893918353576497,0.8377930754369165
wavelet_HHL_glcm_Idmn,0.847199202,0.8788627290109836,0.7546052202734241
wavelet_HHL_glcm_Idn,0.883811571,0.8910325002843114,0.827142493682427
wavelet_HHL_glcm_Imc1,0.943824569,0.9594794568315602,0.3380967841031301
wavelet_HHL_glcm_Imc2,0.929692218,0.957508102741332,0.8557486553832427
wavelet_HHL_glcm_InverseVariance,0.880357792,0.8933281453137718,0.8402721600451702
wavelet_HHL_glcm_JointAverage,0.102955098,0.5984755705839432,0.4853922428217535
wavelet_HHL_glcm_JointEnergy,0.872595681,0.8618356696667971,0.72718180438865
wavelet_HHL_glcm_JointEntropy,0.880279969,0.8816195554210421,0.8261861495214771
